raw_data_name,data_type,cleaned_name
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Construction, Non-Residential, SA, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Construction, Non-Residential, LCU, SA"
"NGDP, By expenditure, Domestic Demand, % YoY",p,"NGDP, By expenditure, Domestic Demand, LCU, % YoY"
"NGDP, By expenditure, Domestic Demand, Government Consumption, % YoY",p,"NGDP, By expenditure, Domestic Demand, Government Consumption, LCU, % YoY"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, % YoY",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, LCU, % YoY"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, % YoY",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, LCU, % YoY"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, % YoY",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU, % YoY"
"NGDP, By expenditure, Domestic Demand, Private Consumption, % YoY",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, LCU, % YoY"
"NGDP, By expenditure, Domestic Demand, Private Demand, % YoY",p,"NGDP, By expenditure, Domestic Demand, Private Demand, LCU, % YoY"
"NGDP, By expenditure, Domestic Demand, Public Demand, % YoY",p,"NGDP, By expenditure, Domestic Demand, Public Demand, LCU, % YoY"
"NGDP, By expenditure, % YoY",p,"NGDP, By expenditure, LCU, % YoY"
"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, % YoY",p,"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU, % YoY"
"NGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, % YoY",p,"NGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU, % YoY"
"NGDP, By expenditure, Domestic Demand, JPY bn",b,"NGDP, By expenditure, Domestic Demand, LCU"
"NGDP, By expenditure, JPY bn",b,"NGDP, By expenditure, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Private Consumption, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, LCU"
"NGDP, By expenditure, Domestic Demand, Government Consumption, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Government Consumption, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU"
"NGDP, By expenditure, Domestic Demand, Private Demand, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Private Demand, LCU"
"NGDP, By expenditure, Domestic Demand, Public Demand, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Public Demand, LCU"
"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, JPY bn",b,"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU"
"NGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, JPY bn",b,"NGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU"
"NGDP, By expenditure, Domestic Demand, Government Consumption, SA, % QoQ",p,"NGDP, By expenditure, Domestic Demand, Government Consumption, LCU, % QoQ, SA"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, SA, % QoQ",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, LCU, % QoQ, SA"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, SA, % QoQ",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, LCU, % QoQ, SA"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, SA, % QoQ",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU, % QoQ, SA"
"NGDP, By expenditure, Domestic Demand, Private Consumption, SA, % QoQ",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, LCU, % QoQ, SA"
"NGDP, By expenditure, Domestic Demand, Private Demand, SA, % QoQ",p,"NGDP, By expenditure, Domestic Demand, Private Demand, LCU, % QoQ, SA"
"NGDP, By expenditure, Domestic Demand, Public Demand, SA, % QoQ",p,"NGDP, By expenditure, Domestic Demand, Public Demand, LCU, % QoQ, SA"
"NGDP, By expenditure, Domestic Demand, SA, % QoQ",p,"NGDP, By expenditure, Domestic Demand, LCU, % QoQ, SA"
"NGDP, By expenditure, SA, % QoQ",p,"NGDP, By expenditure, LCU, % QoQ, SA"
"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, SA, % QoQ",p,"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU, % QoQ, SA"
"NGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, SA, % QoQ",p,"NGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU, % QoQ, SA"
"NGDP, By expenditure, Domestic Demand, SA, JPY bn",b,"NGDP, By expenditure, Domestic Demand, LCU, SA"
"NGDP, By expenditure, SA, JPY bn",b,"NGDP, By expenditure, LCU, SA"
"NGDP, By expenditure, Domestic Demand, Private Consumption, SA, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Private Consumption, LCU, SA"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, SA, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, LCU, SA"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, SA, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, LCU, SA"
"NGDP, By expenditure, Domestic Demand, Government Consumption, SA, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Government Consumption, LCU, SA"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, SA, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU, SA"
"NGDP, By expenditure, Domestic Demand, Private Demand, SA, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Private Demand, LCU, SA"
"NGDP, By expenditure, Domestic Demand, Public Demand, SA, JPY bn",b,"NGDP, By expenditure, Domestic Demand, Public Demand, LCU, SA"
"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, SA, JPY bn",b,"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU, SA"
"NGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, SA, JPY bn",b,"NGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU, SA"
"RGDP, By expenditure, Domestic Demand, % YoY",p,"RGDP, By expenditure, Domestic Demand, LCU, % YoY"
"RGDP, By expenditure, Domestic Demand, Government Consumption, % YoY",p,"RGDP, By expenditure, Domestic Demand, Government Consumption, LCU, % YoY"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, % YoY",p,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, LCU, % YoY"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, % YoY",p,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, LCU, % YoY"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, % YoY",p,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU, % YoY"
"RGDP, By expenditure, Domestic Demand, Private Consumption, % YoY",p,"RGDP, By expenditure, Domestic Demand, Private Consumption, LCU, % YoY"
"RGDP, By expenditure, Domestic Demand, Private Demand, % YoY",p,"RGDP, By expenditure, Domestic Demand, Private Demand, LCU, % YoY"
"RGDP, By expenditure, Domestic Demand, Public Demand, % YoY",p,"RGDP, By expenditure, Domestic Demand, Public Demand, LCU, % YoY"
"RGDP, By expenditure, % YoY",p,"RGDP, By expenditure, LCU, % YoY"
"RGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, % YoY",p,"RGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU, % YoY"
"RGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, % YoY",p,"RGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU, % YoY"
"RGDP, By expenditure, Domestic Demand, JPY bn",b,"RGDP, By expenditure, Domestic Demand, LCU"
"RGDP, By expenditure, JPY bn",b,"RGDP, By expenditure, LCU"
"RGDP, By expenditure, Domestic Demand, Private Consumption, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Private Consumption, LCU"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, LCU"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, LCU"
"RGDP, By expenditure, Domestic Demand, Government Consumption, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Government Consumption, LCU"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU"
"RGDP, By expenditure, Domestic Demand, Private Demand, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Private Demand, LCU"
"RGDP, By expenditure, Domestic Demand, Public Demand, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Public Demand, LCU"
"RGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, JPY bn",b,"RGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU"
"RGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, JPY bn",b,"RGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU"
"RGDP, By expenditure, Domestic Demand, Government Consumption, SA, % QoQ",p,"RGDP, By expenditure, Domestic Demand, Government Consumption, LCU, % QoQ, SA"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, SA, % QoQ",p,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, LCU, % QoQ, SA"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, SA, % QoQ",p,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, LCU, % QoQ, SA"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, SA, % QoQ",p,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU, % QoQ, SA"
"RGDP, By expenditure, Domestic Demand, Private Consumption, SA, % QoQ",p,"RGDP, By expenditure, Domestic Demand, Private Consumption, LCU, % QoQ, SA"
"RGDP, By expenditure, Domestic Demand, Private Demand, SA, % QoQ",p,"RGDP, By expenditure, Domestic Demand, Private Demand, LCU, % QoQ, SA"
"RGDP, By expenditure, Domestic Demand, Public Demand, SA, % QoQ",p,"RGDP, By expenditure, Domestic Demand, Public Demand, LCU, % QoQ, SA"
"RGDP, By expenditure, Domestic Demand, SA, % QoQ",p,"RGDP, By expenditure, Domestic Demand, LCU, % QoQ, SA"
"RGDP, By expenditure, SA, % QoQ",p,"RGDP, By expenditure, LCU, % QoQ, SA"
"RGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, SA, % QoQ",p,"RGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU, % QoQ, SA"
"RGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, SA, % QoQ",p,"RGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU, % QoQ, SA"
"RGDP, By expenditure, Domestic Demand, SA, JPY bn",b,"RGDP, By expenditure, Domestic Demand, LCU, SA"
"RGDP, By expenditure, SA, JPY bn",b,"RGDP, By expenditure, LCU, SA"
"RGDP, By expenditure, Domestic Demand, Private Consumption, SA, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Private Consumption, LCU, SA"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, SA, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, LCU, SA"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, SA, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, LCU, SA"
"RGDP, By expenditure, Domestic Demand, Government Consumption, SA, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Government Consumption, LCU, SA"
"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, SA, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, LCU, SA"
"RGDP, By expenditure, Domestic Demand, Private Demand, SA, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Private Demand, LCU, SA"
"RGDP, By expenditure, Domestic Demand, Public Demand, SA, JPY bn",b,"RGDP, By expenditure, Domestic Demand, Public Demand, LCU, SA"
"RGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, SA, JPY bn",b,"RGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, LCU, SA"
"RGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, SA, JPY bn",b,"RGDP, By expenditure, Net Exports of Goods and Services, Imports of Goods and Services, LCU, SA"
"NGDP, By expenditure, Domestic Demand, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Excluding Imputed Rent, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Excluding Imputed Rent, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Residential, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Non-Residential, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Private, Inventories, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Private, Inventories, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Government Consumption, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Government Consumption, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Public, Inventories, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Public, Inventories, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Demand, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Demand, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Public Demand, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Public Demand, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Direct Purchases Abroad by Resident Households, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Direct Purchases Abroad by Resident Households, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Direct Purchases inthe Domestic Market by Non-Resident Households, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Direct Purchases inthe Domestic Market by Non-Resident Households, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, Durable Goods, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, Durable Goods, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, Semi-Durable Goods, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, Semi-Durable Goods, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, Non-Durable Goods, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, Non-Durable Goods, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, Services, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Private Consumption, Household Consumption, Domestic Final Consumption, Services, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Buildings and Structures, Residential, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Buildings and Structures, Residential, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Transport Equipment, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Transport Equipment, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Other Machinery and Equipment, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Other Machinery and Equipment, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Intellectual Property Products, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Intellectual Property Products, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Inventories, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Domestic Demand, Gross Capital Formation, Inventories, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Net Exports of Goods and Services, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Net Exports of Goods and Services, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, % SAAR, Contribution to % QoQ SAAR chg, ppts",p,"NGDP, By expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, % SAAR, Contribution to % QoQ SAAR chg, ppts, LCU"
